Species,SpecCode,DepthRangeShallow,DepthRangeDeep,Northernmost,NorthSouthN,Southermost,NorthSouthS,Westernmost,WestEastW,Easternmost,WestEastE,TempMin,TempMax
Hydrolagus macrophthalmus,55060,590,1160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrolagus melanophasma,65072,2,1720,35,N,40,S,125,W,70,W,NA,NA
Hydrolagus mirabilis,9000,450,1933,67,n,29,s,98,w,17,e,NA,NA
Hydrolagus mitsukurii,22918,716,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrolagus novaezealandiae,13146,25,950,34,S,47,S,NA,NA,NA,NA,NA,NA
Hydrolagus pallidus,27724,800,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrolagus purpurescens,7378,1150,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrolagus trolli,60055,612,1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hygophum atratum,54409,600,3132,30,N,30,S,NA,NA,NA,NA,NA,NA
Hygophum benoiti,1718,51,700,48,N,16,N,NA,NA,NA,NA,NA,NA
Hygophum hanseni,16759,57,728,30,S,43,S,NA,NA,NA,NA,NA,NA
Hygophum hygomii,1719,0,1485,46,N,40,S,NA,NA,NA,NA,NA,NA
Hygophum macrochir,16665,0,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hygophum proximum,4522,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hygophum reinhardtii,4520,0,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hygophum taaningi,16291,250,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenocephalus italicus,1720,100,1400,43,N,20,S,97,W,35,E,NA,NA
Hymenocephalus lethonemus,23179,220,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenocephalus longibarbis,11690,430,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenocephalus longiceps,23176,490,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenocephalus striatissimus,23177,300,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenogadus gracilis,16277,300,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypanus americanus,1247,0,53,36,N,4,S,100,W,37,W,NA,NA
Hypanus berthalutzae,69726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypanus dipterurus,2573,10,355,42,N,25,s,125,w,70,w,NA,NA
Hypanus guttatus,1248,1,36,22,N,24,S,97,W,30,W,NA,NA
Hypanus longus,13178,NA,NA,26,N,3,S,113,W,76,W,NA,NA
Hypanus marianae,57696,2,15,0,S,19,S,38,w,45,W,NA,NA
Hypanus rudis,8967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypanus sabinus,2574,2,25,39,N,17,N,100,W,75,W,NA,NA
Hypanus say,2575,1,10,45,N,28,S,95,W,33,W,NA,NA
Hyperlophus vittatus,1573,10,13,25,S,40,S,112,E,155,E,NA,NA
Hyperoglyphe antarctica,496,40,1500,19,S,55,S,67,W,173,W,NA,NA
Hyperoglyphe bythites,3920,NA,403,30,N,29,N,87,W,89,W,NA,NA
Hyperoglyphe japonica,13043,150,1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyperoglyphe perciformis,3921,NA,NA,48,N,24,N,89,W,5,W,NA,NA
Hyperoglyphe pringlei,26374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyperoplus immaculatus,1373,25,80,58,N,48,N,11,W,9,E,NA,NA
Hyperoplus lanceolatus,1374,6,30,80,N,37,N,25,W,36,E,NA,NA
Hyperprosopon anale,3630,0,101,46,n,27,n,125,w,114,w,NA,NA
Hyperprosopon argenteum,3631,NA,18,52,n,26,n,130,w,113,w,NA,NA
Hyperprosopon ellipticum,3632,0,110,56,n,30,N,135,w,116,w,NA,NA
Hypleurochilus aequipinnis,3757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypleurochilus bananensis,16293,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypleurochilus bermudensis,3758,NA,NA,33,N,9,N,99,W,64,W,NA,NA
Hypleurochilus brasil,67092,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypleurochilus caudovittatus,61240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypleurochilus fissicornis,52386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypleurochilus geminatus,3759,NA,NA,37,N,24,N,98,w,74,w,NA,NA
Hypleurochilus multifilis,59662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypleurochilus pseudoaequipinnis,61241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypleurochilus springeri,3760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypnos monopterygius,8724,0,240,18,S,38,S,112,E,155,E,NA,NA
Hypoatherina barnesi,1305,0,5,12,N,20,S,NA,NA,NA,NA,NA,NA
Hypoatherina celebesensis,66662,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoatherina golanii,66755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoatherina harringtonensis,3237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoatherina lunata,66756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypomesus olidus,254,10,NA,71,N,55,N,NA,NA,NA,NA,NA,NA
Hypomesus pretiosus,255,NA,NA,61,N,33,N,163,W,117,W,NA,NA
Hypoplectrodes huntii,47008,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrodes maccullochi,15095,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrodes nigroruber,14628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrodes semicinctum,59849,NA,NA,25,S,35,S,110,W,76,W,13.2,13.6
Hypoplectrus aberrans,47862,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus chlorurus,12765,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus ecosur,66622,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus floridae,66621,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus gemma,47813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus gummigutta,16533,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus guttavarius,16534,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus indigo,12766,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus maya,66319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus nigricans,16535,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus providencianus,57460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus puella,12759,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus randallorum,66320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoplectrus unicolor,3329,NA,NA,32,N,6,N,99,w,56,w,NA,NA
Hypopterus macropterus,15142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypoptychus dybowskii,488,NA,NA,67,N,32,N,NA,NA,NA,NA,NA,NA
Hyporhamphus acutus,7505,0,NA,16,N,28,S,NA,NA,NA,NA,NA,NA
Hyporhamphus affinis,7710,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus australis,12725,0,20,28,S,37,S,NA,NA,NA,NA,NA,NA
Hyporhamphus capensis,7711,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus dussumieri,12895,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus ihi,13135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus intermedius,12985,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus limbatus,8313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus meeki,53540,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus melanochir,14582,0,20,27,S,44,S,NA,NA,NA,NA,NA,NA
Hyporhamphus melanopterus,16815,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus naos,61365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus neglectus,16816,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus paucirastris,17035,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus quoyi,8262,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus roberti,7538,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus sajori,305,30,NA,34,N,17,S,NA,NA,NA,NA,NA,NA
Hyporhamphus sindensis,28131,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus snyderi,13745,0,NA,25,N,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus unifasciatus,1060,0,5,45,N,40,S,98,W,32,w,NA,NA
Hyporhamphus xanthopterus,25044,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporhamphus yuri,17039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporthodus acanthistius,9205,46,90,33,N,10,S,116,W,78,W,NA,NA
Hyporthodus chabaudi,7336,9,300,15,N,33,S,23,E,77,E,NA,NA
Hyporthodus cifuentesi,9219,40,120,10,N,4,S,92,W,81,W,NA,NA
Hyporthodus cifuentesi,9219,40,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyporthodus ergastularius,7342,15,370,18,S,36,S,150,E,155,E,NA,NA
Hyporthodus exsul,9228,55,NA,35,N,5,N,115,W,79,W,NA,NA
Hyporthodus flavolimbatus,1205,90,360,36,N,28,S,98,W,34,W,NA,NA
Hyporthodus haifensis,9262,90,220,37,N,16,S,19,W,37,E,NA,NA
Hyporthodus mystacinus,1206,30,400,35,N,3,S,98,W,58,W,NA,NA
Hyporthodus nigritus,1207,55,525,43,N,34,S,98,W,35,W,NA,NA
Hyporthodus niphobles,9594,50,130,33,N,9,S,118,W,76,W,NA,NA
Hyporthodus niveatus,1208,30,525,41,N,27,S,98,W,34,W,NA,NA
Hyporthodus octofasciatus,7355,150,300,44,N,39,S,29,E,136,W,NA,NA
Hyporthodus quernus,6371,5,380,30,N,11,N,179,W,153,W,NA,NA
Hyporthodus septemfasciatus,6574,5,30,40,N,24,N,121,E,142,E,NA,NA
Kestratherina brevirostris,52456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kestratherina esox,52340,NA,NA,32,S,40,S,NA,NA,NA,NA,NA,NA
Ketengus typus,23392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsagonus corniger,50403,18,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsagonus quadricornis,4164,0,452,62,N,46,N,171,E,121,W,0.9,8.8
Hypseleotris cyprinoides,10016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,28
Hypseleotris guentheri,26664,0,5,11,N,23,S,NA,NA,NA,NA,NA,NA
Hypselognathus rostratus,46150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius brevipinnis,8269,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius caulopus,46793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius gentilis,3761,0,25,37,N,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius gilberti,3762,0,18,34,N,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius hentz,3763,NA,NA,46,N,18,N,98,w,62,w,NA,NA
Hypsoblennius invemar,12442,1,5,30,N,9,N,NA,NA,NA,NA,NA,NA
Hypsoblennius ionthas,3764,NA,NA,34,N,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius jenkinsi,3765,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsoblennius sordidus,27242,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsurus caryi,3633,1,50,41,N,30,n,125,w,115,w,NA,NA
Hypsypops rubicundus,3648,0,30,37,N,27,N,122,w,114,w,NA,NA
Iago garricki,5930,250,475,9,S,26,S,NA,NA,NA,NA,NA,NA
Iago omanensis,5929,110,2195,30,N,10,N,NA,NA,NA,NA,NA,NA
Icelinus borealis,4099,9,310,NA,NA,47,N,NA,NA,NA,NA,NA,NA
Icelinus burchami,4100,61,570,NA,NA,32,N,NA,NA,NA,NA,NA,NA
Icelinus cavifrons,4101,11,91,37,N,29,N,NA,NA,NA,NA,NA,NA
Icelinus filamentosus,4102,18,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelinus fimbriatus,4103,50,265,NA,NA,33,N,NA,NA,NA,NA,NA,NA
Icelinus japonicus,23918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelinus limbaughi,64748,20,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelinus oculatus,4104,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelinus pietschi,61296,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelinus quadriseriatus,4105,6,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelinus tenuis,4106,33,373,54,N,NA,NA,NA,NA,NA,NA,NA,NA
Icelus bicornis,4107,0,930,84,N,51,N,180,W,180,E,NA,NA
Icelus canaliculatus,23906,20,1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus cataphractus,23905,60,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus ecornis,60024,208,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus gilberti,23904,56,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus mandibularis,23907,NA,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus sekii,63392,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus spatula,4108,12,930,84,N,45,N,180,w,180,e,-1.75,7.80000019073486
Icelus spiniger,4109,25,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icelus stenosomus,50360,48,200,50,N,30,N,NA,NA,NA,NA,2.29999995231628,5.5
Icelus toyamensis,60023,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyapus ophioneus,2647,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyapus vulturis,17399,0,56,28,N,28,S,NA,NA,NA,NA,NA,NA
Ichthyocampus carce,11808,NA,NA,21,N,8,S,NA,NA,NA,NA,NA,NA
Ichthyococcus australis,23142,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyococcus elongatus,22718,100,1948,60,N,49,S,141,E,122,W,NA,NA
Ichthyococcus irregularis,57233,2213,3658,45,N,22,N,140,W,109,W,NA,NA
Ichthyococcus ovatus,1804,0,2500,46,N,20,S,180,W,180,E,NA,NA
Ichthyscopus barbatus,14433,10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyscopus lebeck,58184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyscopus nigripinnis,59436,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyscopus pollicaris,69126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyscopus sannio,23561,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icichthys australis,7118,0,2141,34,S,61,S,NA,NA,NA,NA,NA,NA
Icichthys lockingtoni,3922,0,900,60,N,NA,NA,NA,NA,NA,NA,NA,NA
Icosteus aenigmaticus,3929,0,1420,66,N,32,N,NA,NA,NA,NA,NA,NA
Idiacanthus antrostomus,11585,0,1103,42,N,NA,NA,NA,NA,NA,NA,NA,NA
Idiacanthus atlanticus,6970,1239,2000,25,S,60,S,NA,NA,NA,NA,NA,NA
Idiacanthus fasciola,11828,0,2000,40,N,54,S,85,W,150,W,NA,NA
Idiastion pacificum,47873,350,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idiolophorhynchus andriashevi,46977,1190,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idiolychnus urolampus,7431,124,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idiotropiscis australis,46103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idiotropiscis lumnitzeri,62171,6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ijimaia antillarum,54014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ijimaia dofleini,23356,NA,1281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ijimaia loppei,8088,200,998,31,N,35,S,NA,NA,NA,NA,NA,NA
Ilisha africana,1625,0,35,17,N,7,S,17,W,14,E,NA,NA
Ilisha elongata,1627,5,NA,39,N,1,S,103,E,138,E,NA,NA
Ilisha filigera,1628,0,50,24,N,0,NA,69,E,118,E,NA,NA
Ilisha kampeni,1630,0,50,24,N,9,S,76,E,121,E,NA,NA
Ilisha macrogaster,1631,0,50,9,N,3,S,105,E,119,E,NA,NA
Ilisha megaloptera,1632,0,50,24,N,10,S,70,E,118,E,NA,NA
Ilisha melastoma,1633,0,50,29,N,8,S,72,E,124,E,NA,NA
Ilisha pristigastroides,1636,0,50,1,S,7,S,104,E,111,E,NA,NA
Ilisha striatula,1638,0,50,26,N,5,N,63,E,91,E,NA,NA
Iluocoetes fimbriatus,12894,0,600,37,S,56,S,NA,NA,NA,NA,NA,NA
Ilyophis brunneus,9103,450,3120,51,N,42,S,180,W,180,E,NA,NA
Ilyophis nigeli,52411,700,1800,44,N,35,N,NA,NA,NA,NA,NA,NA
Ilypnus gilberti,3880,NA,NA,39,N,NA,NA,NA,NA,NA,NA,NA,NA
Indonotothenia cyanobrancha,4701,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inegocia harrisii,10778,8,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inegocia ochiaii,65425,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniistius aneitensis,5611,12,92,30,N,8,S,NA,NA,NA,NA,NA,NA
Iniistius auropunctatus,59859,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniistius bimaculatus,14342,0,21,27,N,10,S,42,E,151,E,NA,NA
Iniistius celebicus,5612,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniistius dea,10501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniistius evides,66411,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniistius geisha,58754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniistius jacksonensis,11673,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniistius melanopus,23517,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniistius pavo,5613,1,100,30,N,30,S,NA,NA,NA,NA,24,28
Iniistius pentadactylus,7747,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniistius trivittatus,56574,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniistius twistii,23536,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniistius umbrilatus,7766,6,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniistius verrens,23538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inimicus caledonicus,12031,15,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inimicus cuvieri,10637,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inimicus didactylus,5826,5,80,25,N,21,S,NA,NA,NA,NA,NA,NA
Inimicus filamentosus,6403,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inimicus japonicus,6386,10,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inimicus sinensis,10537,5,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Insentiraja subtilispinosa,15422,970,1100,21,N,31,S,111,E,125,E,NA,NA
Ipnops murrayi,24635,1789,3477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iracundus signifer,7780,20,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irolita waitii,24062,50,200,29,S,36,S,113,E,136,E,NA,NA
Isacia conceptionis,397,0,50,5,S,55,S,81,W,70,W,NA,NA
Isistius brasiliensis,696,0,3700,35,N,47,S,180,W,180,E,NA,NA
Iso flosmaris,23365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iso hawaiiensis,15555,0,2,28,N,28,S,NA,NA,NA,NA,NA,NA
Iso natalensis,16848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iso rhothophilus,15557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isocirrhitus sexfasciatus,5834,NA,NA,12,N,24,S,NA,NA,NA,NA,NA,NA
Isogomphodon oxyrhynchus,891,NA,15,12,N,20,S,63,W,34,W,NA,NA
Isopisthus parvipinnis,1179,1,45,10,N,27,S,83,W,34,W,NA,NA
Isopisthus remifer,14018,10,60,30,N,14,S,115,W,75,W,NA,NA
Isopsetta isolepis,4242,20,425,66,N,32,N,NA,NA,NA,NA,NA,NA
Istiblennius bellus,8043,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Istiblennius dussumieri,7562,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Istiblennius edentulus,6049,0,5,32,N,32,S,NA,NA,NA,NA,NA,NA
Istiblennius lineatus,6050,0,3,32,N,28,S,NA,NA,NA,NA,NA,NA
Istiblennius meleagris,13761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Istiblennius pox,27015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Istiblennius spilotus,27016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Istiblennius steindachneri,27195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Istigobius campbelli,4336,3,14,30,N,15,S,NA,NA,NA,NA,NA,NA
Istigobius decoratus,4328,1,25,30,N,40,S,NA,NA,NA,NA,23,29
Istigobius goldmanni,4327,NA,10,25,N,30,S,NA,NA,NA,NA,NA,NA
Istigobius hoshinonis,1102,3,14,40,N,20,N,NA,NA,NA,NA,NA,NA
Istigobius nigroocellatus,4325,2,10,20,N,35,S,NA,NA,NA,NA,NA,NA
Istigobius ornatus,4322,0,5,30,N,25,S,NA,NA,NA,NA,21,29
Istigobius rigilius,4324,0,30,20,N,25,S,NA,NA,NA,NA,NA,NA
Istiompax indica,217,0,915,44,N,47,S,18,E,69,W,15,30
Istiophorus albicans,78,0,200,56,N,55,S,99,W,18,E,21,28
Istiophorus platypterus,77,0,200,50,N,43,S,180,W,180,E,NA,NA
Isurus oxyrinchus,752,0,888,65,N,54,S,180,W,180,E,16,NA
Isurus paucus,753,0,1752,46,N,38,S,180,W,180,E,NA,NA
Itycirrhitus wilhelmi,55295,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japonolaeops dentatus,15578,300,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydia carinatus,9239,50,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydia lineata,8231,46,100,42,N,22,S,55,E,141,E,NA,NA
Jaydia melanopus,11666,2,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydia novaeguineae,27483,22,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydia poeciloptera,6600,19,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydia queketti,8011,66,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydia smithi,59514,22,230,23,N,9,S,32,E,171,E,NA,NA
Jaydia striata,59187,25,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydia striatodes,60376,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydia truncata,58304,0,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeboehlkia gladifer,5442,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jenkinsia lamprotaenia,1461,0,50,34,N,8,N,100,W,60,W,NA,NA
Jenkinsia majua,1462,0,50,28,N,9,N,93,W,67,W,NA,NA
Johnius amblycephalus,7785,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius belangerii,5520,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius borneensis,15263,0,132,30,N,36,S,32,E,155,E,NA,NA
Johnius carouna,15236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius carutta,4647,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius coitor,10544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius distinctus,15919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius dussumieri,6530,5,50,26,N,8,N,NA,NA,NA,NA,NA,NA
Johnius fuscolineatus,27988,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius grypotus,15925,25,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius heterolepis,15244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius macropterus,10348,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius macrorhynus,15249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius majan,66555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius novaeguineae,15436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius plagiostoma,15448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius taiwanensis,69565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius trachycephalus,12051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius trewavasae,15257,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnius weberi,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnrandallia nigrirostris,12310,6,40,40,N,10,S,120,W,70,W,NA,NA
Jordania zonope,4110,2,38,58,N,32,N,138,W,117,W,NA,NA
Joturus pichardi,338,10,NA,30,N,7,N,112,W,65,W,22,25
Kaiwarinus equula,1920,60,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kajikia albida,219,0,150,47,N,45,S,99,W,27,E,22,NA
Kajikia audax,223,0,200,46,N,49,S,19,E,69,W,20,25
Kali colubrina,63815,1000,2270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
